precio_texto,tipo_y_ciudad,titulo,habitaciones_texto,banos_texto,area_texto,url_aviso
$ 790.000.000,"Casa en Pereira, Risaralda","Casa en venta en centro, pereira",4 Habs.,2 Baños,210 m²,https://www.fincaraiz.com.co/casa-en-venta-en-centro-pereira/193312563
$ 380.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en circunvalar - alamos, pereira",3 Habs.,2 Baños,100 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-circunvalar-alamos-pereira/193301853
$ 980.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",3 Habs.,3 Baños,201 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/194227543
$ 480.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en la villa, pereira",2 Habs.,2 Baños,67 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-la-villa-pereira/193724948
$ 985.000.000,"Casa en Pereira, Risaralda","Casa en venta en pinares, pereira",3 Habs.,5 Baños,223 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pinares-pereira/193810874
$ 1.200.000.000,"Finca en Pereira, Risaralda",Finca en venta en pereira,0 Hab,70 m²,,https://www.fincaraiz.com.co/finca-en-venta-en-pereira/193137168
$ 290.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cuba, pereira",3 Habs.,2 Baños,52 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cuba-pereira/192321419
$ 830.000.000,"Casa en Pereira, Risaralda","Casa en venta en pueblito cafetero, pereira",4 Habs.,4 Baños,159 m²,https://www.fincaraiz.com.co/casa-en-venta-en-pueblito-cafetero-pereira/193307510
$ 500.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en pinares, pereira",3 Habs.,3 Baños,132 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-pinares-pereira/193755361
$ 600.000.000,"Casa en Pereira, Risaralda","Casa en venta en belmonte a, pereira",4 Habs.,4 Baños,162 m²,https://www.fincaraiz.com.co/casa-en-venta-en-belmonte-a-pereira/193304132
$ 700.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en galicia, pereira",2 Habs.,3 Baños,80 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-galicia-pereira/193314224
$ 1.800.000.000,"Casa en Pereira, Risaralda","Casa en venta en cerritos, pereira",13 Habs.,9 Baños,600 m²,https://www.fincaraiz.com.co/casa-en-venta-en-cerritos-pereira/192400315
$ 277.650.000,"Lote en Pereira, Risaralda","Lote en venta en combia, pereira",1543 m²,,,https://www.fincaraiz.com.co/lote-en-venta-en-combia-pereira/193841287
$ 400.000.000,"Apartaestudio en Pereira, Risaralda","Apartaestudio en venta en pinares, pereira",1 Hab,1 Baño,40 m²,https://www.fincaraiz.com.co/apartaestudio-en-venta-en-pinares-pereira/193120183
$ 270.000.000,"Apartamento en Pereira, Risaralda","Apartamento en venta en cerritos, pereira",2 Habs.,2 Baños,55 m²,https://www.fincaraiz.com.co/apartamento-en-venta-en-cerritos-pereira/193081957
$ 450.000.000,"Casa en Pereira, Risaralda","Casa en venta en galicia, pereira",4 Habs.,3 Baños,106 m²,https://www.fincaraiz.com.co/casa-en-venta-en-galicia-pereira/193815446
